,Order_ID,Order_Date,Product_ID,Product_Category,Buyer_Gender,Buyer_Age,Order_Location,International_Shipping,Sales_Price,Shipping_Charges,Sales_per_Unit,Quantity,Total_Sales,Rating
42,187807,2024-04-21,BF1548,Clothing,Male,20,Pittsburgh,No,65,0,65,1,65,2
43,131889,2024-04-17,BF1548,Clothing,Female,19,Montreal,Yes,65,25,90,1,90,4
44,191650,2024-07-11,BF1548,Clothing,Male,35,Las Vegas,No,65,0,65,5,325,1
45,120961,2024-08-28,BF1548,Clothing,Female,23,Glasgow,Yes,65,40,105,1,105,3
46,123878,2024-07-18,BF1544,Other,Male,19,Toronto,Yes,9,25,34,1,34,4
47,142003,2024-07-22,BF1548,Clothing,Male,32,Cardiff,Yes,65,40,105,1,105,5
48,177177,2024-05-12,BF1549,Clothing,Male,33,Las Vegas,No,130,0,130,1,130,3
49,182615,2024-02-18,BF1550,Clothing,Female,26,Sacramento,No,97,0,97,5,485,2
50,163266,2024-06-23,BF1551,Ornaments,Female,26,Mumbai,Yes,15,70,85,1,85,5
51,159105,2024-04-20,BF1545,Other,Male,21,London,Yes,10,40,50,1,50,4
52,150308,2024-06-09,BF1548,Clothing,Female,22,Glasgow,Yes,65,40,105,3,315,4
53,125917,2024-05-29,BF1552,Ornaments,Male,28,London,Yes,45,40,85,1,85,5
54,199874,2024-02-26,BF1552,Ornaments,Male,26,New Jersey,No,45,0,45,2,90,4
55,175571,2024-04-02,BF1550,Clothing,Female,21,Memphis,No,97,0,97,1,97,4
56,184218,2023-12-19,BF1545,Other,Female,25,San Antonio,No,10,0,10,2,20,3
57,192227,2024-02-15,BF1543,Clothing,Male,33,San Francisco,No,100,0,100,3,300,1
58,139449,2024-01-20,BF1549,Clothing,Female,25,Austin,No,130,0,130,1,130,2
59,168070,2024-09-26,BF1553,Ornaments,Male,18,London,Yes,50,40,90,1,90,5
60,163107,2024-08-25,BF1548,Clothing,Male,32,Las Vegas,No,65,0,65,1,65,4
61,135780,2024-10-20,BF1548,Clothing,Female,27,London,Yes,65,40,105,1,105,4
62,138768,2024-03-06,BF1548,Clothing,Male,28,Manchester,Yes,65,40,105,1,105,5
63,133935,2024-04-16,BF1544,Other,Male,24,New York,No,9,0,9,2,18,5
64,193605,2024-04-05,BF1545,Other,Male,21,Liverpool,Yes,10,40,50,1,50,1
65,132689,2024-04-21,BF1554,Ornaments,Male,29,Miami,No,20,0,20,1,20,5
66,123840,2024-09-20,BF1551,Ornaments,Male,34,Portland,No,15,0,15,4,60,1
67,180476,2024-02-29,BF1553,Ornaments,Female,24,Manchester,Yes,50,40,90,2,180,5
68,173951,2024-02-05,BF1551,Ornaments,Male,33,Sacramento,No,15,0,15,1,15,4
69,168749,2024-03-02,BF1548,Clothing,Male,20,Detroit,No,65,0,65,1,65,1
70,167082,2024-10-03,BF1543,Clothing,Female,20,Las Vegas,No,100,0,100,2,200,4
71,134606,2024-04-08,BF1543,Clothing,Female,32,Liverpool,Yes,100,40,140,1,140,3
72,178674,2024-04-22,BF1551,Ornaments,Female,21,Toronto,Yes,15,25,40,3,120,4
73,155829,2023-11-13,BF1549,Clothing,Male,26,New Jersey,No,130,0,130,2,260,1
74,169753,2024-07-13,BF1543,Clothing,Male,31,New Jersey,No,100,0,100,5,500,5
75,167695,2023-12-11,BF1552,Ornaments,Female,26,Paris,Yes,45,50,95,2,190,1
76,158619,2024-01-31,BF1545,Other,Female,24,San Francisco,No,10,0,10,1,10,4
77,131132,2024-02-03,BF1544,Other,Male,24,Cleveland,No,9,0,9,1,9,4
78,132399,2024-01-26,BF1548,Clothing,Male,20,San Francisco,No,65,0,65,2,130,4
79,198208,2024-09-21,BF1548,Clothing,Male,25,New York,No,65,0,65,2,130,5
80,194476,2024-02-09,BF1544,Other,Female,31,Detroit,No,9,0,9,3,27,1
81,137794,2024-01-20,BF1550,Clothing,Male,23,New Jersey,No,97,0,97,1,97,2
82,158342,2024-03-30,BF1550,Clothing,Male,34,New Jersey,No,97,0,97,1,97,3
83,132788,2024-11-03,BF1546,Clothing,Male,19,New Jersey,No,118,0,118,1,118,5
84,131843,2024-09-24,BF1549,Clothing,Male,34,Detroit,No,130,0,130,3,390,4
85,169590,2023-12-02,BF1546,Clothing,Female,35,Cleveland,No,118,0,118,4,472,4
86,172697,2023-11-16,BF1551,Ornaments,Male,34,Las Vegas,No,15,0,15,1,15,3
87,130779,2024-08-03,BF1548,Clothing,Female,18,Cleveland,No,65,0,65,2,130,3
88,152864,2023-11-12,BF1551,Ornaments,Male,32,Portland,No,15,0,15,1,15,4
89,122419,2024-04-10,BF1551,Ornaments,Male,33,Portland,No,15,0,15,1,15,4
90,155500,2024-02-05,BF1551,Ornaments,Female,27,Paris,Yes,15,50,65,1,65,5
91,175860,2024-07-24,BF1551,Ornaments,Female,21,Miami,No,15,0,15,2,30,5
92,186716,2023-12-11,BF1551,Ornaments,Female,19,New York,No,15,0,15,4,60,4
93,187116,2024-02-26,BF1546,Clothing,Female,31,Memphis,No,118,0,118,1,118,4
94,121074,2024-05-13,BF1550,Clothing,Male,35,Cleveland,No,97,0,97,1,97,1
95,173964,2024-05-22,BF1549,Clothing,Male,28,Detroit,No,130,0,130,2,260,1
96,145870,2024-01-22,BF1550,Clothing,Male,18,Cardiff,Yes,97,40,137,2,274,4
97,136732,2024-06-12,BF1544,Other,Male,26,Cardiff,Yes,9,40,49,2,98,5
98,191495,2023-12-14,BF1546,Clothing,Female,21,Glasgow,Yes,118,40,158,3,474,3
99,169331,2024-03-20,BF1545,Other,Female,23,San Francisco,No,10,0,10,2,20,3
100,151140,2023-12-10,BF1551,Ornaments,Male,29,Detroit,No,15,0,15,2,30,3
101,187087,2023-11-21,BF1551,Ornaments,Male,35,Detroit,No,15,0,15,1,15,4
102,131554,2024-10-20,BF1551,Ornaments,Male,23,Pittsburgh,No,15,0,15,1,15,3
103,123826,2024-05-08,BF1549,Clothing,Male,21,Miami,No,130,0,130,1,130,1
104,135782,2024-03-14,BF1554,Ornaments,Female,27,Portland,No,20,0,20,1,20,4
105,123608,2024-07-28,BF1548,Clothing,Male,33,Cleveland,No,65,0,65,1,65,5
106,123848,2024-03-24,BF1551,Ornaments,Male,20,Detroit,No,15,0,15,1,15,4
107,165876,2024-07-18,BF1545,Other,Female,18,Detroit,No,10,0,10,1,10,5
108,192958,2023-11-20,BF1551,Ornaments,Male,34,Las Vegas,No,15,0,15,2,30,4
109,169192,2024-09-29,BF1551,Ornaments,Male,30,Detroit,No,15,0,15,1,15,5
110,158535,2024-01-05,BF1552,Ornaments,Female,28,Cardiff,Yes,45,40,85,3,255,2
111,147567,2024-06-27,BF1547,Ornaments,Male,23,Detroit,No,32,0,32,2,64,5
112,137542,2023-12-22,BF1555,Other,Female,25,Austin,No,23,0,23,1,23,4
113,196642,2024-01-10,BF1548,Clothing,Male,25,New York,No,65,0,65,2,130,4
114,186569,2024-10-24,BF1550,Clothing,Male,32,Detroit,No,97,0,97,5,485,5
115,194909,2023-11-13,BF1552,Ornaments,Female,25,San Antonio,No,45,0,45,2,90,1
116,170579,2024-03-08,BF1544,Other,Male,27,San Antonio,No,9,0,9,1,9,3
117,138353,2023-11-24,BF1546,Clothing,Female,21,Detroit,No,118,0,118,1,118,1
118,199565,2024-06-13,BF1555,Other,Female,20,San Antonio,No,23,0,23,2,46,3
119,147676,2024-07-31,BF1551,Ornaments,Male,34,New York,No,15,0,15,5,75,5
120,138964,2024-08-12,BF1544,Other,Male,29,New Delhi,Yes,9,70,79,1,79,5
121,141276,2024-10-28,BF1549,Clothing,Male,18,New Jersey,No,130,0,130,1,130,3
122,181005,2024-03-22,BF1549,Clothing,Female,25,Toronto,Yes,130,25,155,1,155,4
123,149143,2024-06-01,BF1554,Ornaments,Female,23,Las Vegas,No,20,0,20,1,20,4
124,171098,2024-09-25,BF1550,Clothing,Female,25,Sacramento,No,97,0,97,1,97,4
125,191971,2024-02-23,BF1552,Ornaments,Male,31,Miami,No,45,0,45,4,180,4
126,153977,2024-02-01,BF1555,Other,Male,32,New Jersey,No,23,0,23,1,23,5
127,175759,2023-11-24,BF1545,Other,Male,28,Las Vegas,No,10,0,10,3,30,5
128,153093,2023-11-14,BF1544,Other,Male,19,London,Yes,9,40,49,2,98,5
129,134449,2024-09-24,BF1548,Clothing,Female,26,Portland,No,65,0,65,1,65,2
130,139314,2024-05-28,BF1543,Clothing,Male,31,Mumbai,Yes,100,70,170,1,170,4
131,199994,2024-10-30,BF1553,Ornaments,Male,18,Las Vegas,No,50,0,50,3,150,5
132,130113,2024-09-22,BF1544,Other,Female,18,New York,No,9,0,9,1,9,4
133,170515,2024-04-03,BF1548,Clothing,Male,30,Sacramento,No,65,0,65,1,65,4
134,153570,2024-08-31,BF1543,Clothing,Male,35,Memphis,No,100,0,100,1,100,3
135,146290,2024-08-30,BF1545,Other,Male,29,San Francisco,No,10,0,10,3,30,5
136,168381,2024-04-04,BF1544,Other,Male,19,Memphis,No,9,0,9,3,27,4
137,165081,2023-11-13,BF1550,Clothing,Female,26,Glasgow,Yes,97,40,137,2,274,3
138,183974,2024-10-07,BF1545,Other,Male,34,Cleveland,No,10,0,10,2,20,3
139,125537,2024-01-16,BF1548,Clothing,Male,29,Memphis,No,65,0,65,2,130,2
140,191604,2024-09-17,BF1545,Other,Male,35,Miami,No,10,0,10,1,10,2
141,189849,2024-02-08,BF1547,Ornaments,Male,31,Portland,No,32,0,32,2,64,5
142,127493,2024-08-28,BF1545,Other,Male,29,Pittsburgh,No,10,0,10,5,50,4
143,124056,2023-11-18,BF1547,Ornaments,Female,18,Sacramento,No,32,0,32,1,32,5
144,199100,2024-02-04,BF1544,Other,Male,35,Las Vegas,No,9,0,9,1,9,5
145,185431,2024-02-27,BF1551,Ornaments,Female,26,Dublin,Yes,15,40,55,1,55,5
146,155300,2024-09-12,BF1551,Ornaments,Female,22,Manchester,Yes,15,40,55,5,275,1
147,140731,2023-12-12,BF1550,Clothing,Female,30,Toronto,Yes,97,25,122,1,122,3
148,166773,2023-11-12,BF1554,Ornaments,Female,24,Austin,No,20,0,20,2,40,2
149,186643,2023-12-20,BF1548,Clothing,Male,24,Sacramento,No,65,0,65,1,65,5
150,182192,2024-02-02,BF1546,Clothing,Male,27,Memphis,No,118,0,118,1,118,4
151,196273,2024-08-19,BF1548,Clothing,Female,26,London,Yes,65,40,105,1,105,4
152,126824,2024-05-02,BF1551,Ornaments,Male,29,Portland,No,15,0,15,5,75,5
153,148399,2024-01-06,BF1547,Ornaments,Male,33,Sacramento,No,32,0,32,1,32,5
154,146753,2024-02-25,BF1553,Ornaments,Male,30,San Antonio,No,50,0,50,2,100,1
155,148705,2024-01-04,BF1549,Clothing,Male,29,Toronto,Yes,130,25,155,1,155,4
156,166666,2023-11-10,BF1545,Other,Female,35,Dublin,Yes,10,40,50,1,50,3
157,182416,2023-12-18,BF1555,Other,Female,32,New Delhi,Yes,23,70,93,2,186,4
158,158629,2024-05-14,BF1552,Ornaments,Female,32,New York,No,45,0,45,1,45,4
159,158850,2024-08-25,BF1548,Clothing,Male,28,Glasgow,Yes,65,40,105,1,105,4
160,128193,2024-05-10,BF1551,Ornaments,Male,23,Cleveland,No,15,0,15,2,30,5
161,191979,2024-07-25,BF1554,Ornaments,Male,35,Cleveland,No,20,0,20,1,20,2
162,140154,2023-11-19,BF1544,Other,Male,18,London,Yes,9,40,49,1,49,5
163,127437,2024-06-08,BF1544,Other,Male,23,San Antonio,No,9,0,9,1,9,3
164,194812,2024-02-08,BF1548,Clothing,Female,34,Miami,No,65,0,65,4,260,5
165,199077,2024-03-24,BF1544,Other,Male,23,Memphis,No,9,0,9,1,9,5
166,134543,2024-08-01,BF1543,Clothing,Male,20,New Delhi,Yes,100,70,170,4,680,5
167,177295,2024-04-05,BF1548,Clothing,Female,24,Manchester,Yes,65,40,105,2,210,5
168,195115,2024-05-25,BF1543,Clothing,Male,18,Liverpool,Yes,100,40,140,2,280,4
169,134487,2024-03-19,BF1551,Ornaments,Male,22,Austin,No,15,0,15,4,60,5
170,161617,2024-05-01,BF1553,Ornaments,Male,28,New York,No,50,0,50,4,200,4
171,123244,2023-11-30,BF1551,Ornaments,Male,34,Pittsburgh,No,15,0,15,3,45,3
172,124180,2024-04-29,BF1548,Clothing,Male,22,Detroit,No,65,0,65,2,130,4
173,199233,2024-05-16,BF1548,Clothing,Male,31,Miami,No,65,0,65,1,65,5
174,167366,2023-12-26,BF1550,Clothing,Female,25,San Antonio,No,97,0,97,4,388,5
175,136897,2024-05-20,BF1552,Ornaments,Male,29,San Antonio,No,45,0,45,2,90,2
176,196235,2024-02-24,BF1548,Clothing,Male,29,New York,No,65,0,65,5,325,5
177,121457,2024-10-23,BF1551,Ornaments,Male,18,Paris,Yes,15,50,65,1,65,4
178,197590,2024-01-20,BF1543,Clothing,Male,19,Portland,No,100,0,100,3,300,3
179,149173,2024-07-05,BF1545,Other,Female,23,New York,No,10,0,10,1,10,4
180,150160,2024-06-25,BF1551,Ornaments,Female,20,San Antonio,No,15,0,15,1,15,4
181,197758,2024-03-15,BF1546,Clothing,Male,33,San Antonio,No,118,0,118,1,118,5
182,151631,2024-05-01,BF1551,Ornaments,Male,26,Portland,No,15,0,15,1,15,2
183,194418,2024-09-02,BF1548,Clothing,Male,30,Miami,No,65,0,65,4,260,4
184,183753,2024-03-30,BF1554,Ornaments,Female,31,Cardiff,Yes,20,40,60,4,240,4
185,154579,2024-03-27,BF1550,Clothing,Male,35,Glasgow,Yes,97,40,137,2,274,5
186,177667,2024-08-20,BF1552,Ornaments,Male,22,San Francisco,No,45,0,45,3,135,3
187,183737,2023-12-19,BF1551,Ornaments,Male,34,Austin,No,15,0,15,4,60,3
188,181320,2024-05-31,BF1551,Ornaments,Male,23,Montreal,Yes,15,25,40,1,40,2
189,166728,2024-01-25,BF1547,Ornaments,Male,29,Memphis,No,32,0,32,1,32,3
190,180784,2023-11-22,BF1552,Ornaments,Male,28,Manchester,Yes,45,40,85,1,85,5
191,145855,2024-06-26,BF1548,Clothing,Female,22,Dublin,Yes,65,40,105,1,105,3
192,122636,2024-04-18,BF1553,Ornaments,Male,29,Portland,No,50,0,50,1,50,5
193,153495,2024-05-05,BF1545,Other,Male,28,Pittsburgh,No,10,0,10,1,10,4
194,195640,2024-04-28,BF1551,Ornaments,Male,21,Cleveland,No,15,0,15,3,45,1
195,122077,2024-10-16,BF1551,Ornaments,Male,25,Portland,No,15,0,15,1,15,5
196,192918,2024-08-09,BF1554,Ornaments,Male,18,Portland,No,20,0,20,1,20,4
197,188553,2024-03-28,BF1549,Clothing,Male,33,Detroit,No,130,0,130,1,130,4
198,171654,2024-06-21,BF1548,Clothing,Male,32,San Antonio,No,65,0,65,2,130,4
199,167856,2024-05-25,BF1543,Clothing,Male,22,New Jersey,No,100,0,100,1,100,5
200,156566,2023-11-20,BF1550,Clothing,Male,21,Miami,No,97,0,97,1,97,3
201,124563,2023-12-29,BF1548,Clothing,Male,27,Paris,Yes,65,50,115,1,115,4
202,122527,2024-05-30,BF1545,Other,Female,22,Detroit,No,10,0,10,1,10,5
203,132714,2024-04-01,BF1548,Clothing,Male,25,Sacramento,No,65,0,65,1,65,1
204,160595,2023-12-06,BF1543,Clothing,Male,25,Portland,No,100,0,100,1,100,3
205,150539,2024-06-26,BF1549,Clothing,Male,20,Las Vegas,No,130,0,130,1,130,2
206,179061,2024-02-07,BF1550,Clothing,Male,35,Sacramento,No,97,0,97,1,97,3
207,155374,2024-05-01,BF1548,Clothing,Male,21,San Francisco,No,65,0,65,1,65,4
208,156992,2024-07-28,BF1545,Other,Male,27,Cardiff,Yes,10,40,50,3,150,4
209,180627,2024-02-25,BF1547,Ornaments,Male,22,New Delhi,Yes,32,70,102,1,102,5
210,132929,2024-07-20,BF1548,Clothing,Male,25,Las Vegas,No,65,0,65,1,65,4
211,169686,2024-09-06,BF1548,Clothing,Male,18,Miami,No,65,0,65,2,130,4
212,125304,2024-06-14,BF1548,Clothing,Male,28,San Antonio,No,65,0,65,1,65,3
213,132537,2024-03-29,BF1551,Ornaments,Female,31,New York,No,15,0,15,3,45,5
214,142468,2024-05-04,BF1552,Ornaments,Female,33,Las Vegas,No,45,0,45,2,90,5
215,170125,2024-09-09,BF1553,Ornaments,Male,24,Manchester,Yes,50,40,90,1,90,5
216,193227,2024-05-30,BF1551,Ornaments,Male,27,New York,No,15,0,15,2,30,5
217,134411,2024-07-13,BF1543,Clothing,Male,32,Cleveland,No,100,0,100,1,100,5
218,175881,2024-05-30,BF1545,Other,Male,22,Memphis,No,10,0,10,1,10,5
219,159414,2024-04-22,BF1548,Clothing,Male,33,Cleveland,No,65,0,65,2,130,5
220,155137,2023-12-06,BF1544,Other,Female,22,Paris,Yes,9,50,59,2,118,2
221,174788,2024-05-16,BF1543,Clothing,Male,25,Pittsburgh,No,100,0,100,1,100,4
222,182604,2024-04-19,BF1554,Ornaments,Male,21,San Francisco,No,20,0,20,1,20,3
223,186493,2024-05-04,BF1543,Clothing,Male,24,New Jersey,No,100,0,100,4,400,4
224,125592,2024-09-10,BF1544,Other,Male,33,Liverpool,Yes,9,40,49,1,49,5
225,174567,2024-04-12,BF1543,Clothing,Female,30,San Francisco,No,100,0,100,4,400,1
226,177508,2024-09-18,BF1547,Ornaments,Male,25,Austin,No,32,0,32,1,32,4
227,131784,2024-08-09,BF1544,Other,Female,30,Portland,No,9,0,9,1,9,4
228,152883,2024-08-31,BF1544,Other,Female,32,Cardiff,Yes,9,40,49,4,196,5
229,127588,2023-11-29,BF1551,Ornaments,Female,28,San Antonio,No,15,0,15,1,15,5
230,163608,2024-03-05,BF1550,Clothing,Male,31,Memphis,No,97,0,97,1,97,1
231,159392,2024-02-26,BF1555,Other,Male,34,Memphis,No,23,0,23,1,23,1
232,157659,2024-01-27,BF1545,Other,Male,20,San Antonio,No,10,0,10,1,10,5
233,152161,2024-03-25,BF1543,Clothing,Male,26,San Francisco,No,100,0,100,2,200,4
234,138323,2024-02-03,BF1543,Clothing,Male,26,Austin,No,100,0,100,2,200,4
235,145046,2024-05-30,BF1548,Clothing,Male,27,San Francisco,No,65,0,65,1,65,4
236,162525,2024-02-08,BF1546,Clothing,Male,23,Portland,No,118,0,118,2,236,4
237,189623,2023-12-18,BF1545,Other,Female,25,Pittsburgh,No,10,0,10,3,30,3
238,180238,2023-12-17,BF1550,Clothing,Male,34,Las Vegas,No,97,0,97,1,97,5
239,131954,2024-09-08,BF1547,Ornaments,Female,22,San Francisco,No,32,0,32,1,32,2
240,168008,2024-06-16,BF1548,Clothing,Male,34,Toronto,Yes,65,25,90,1,90,5
241,147877,2024-10-05,BF1551,Ornaments,Male,35,Memphis,No,15,0,15,2,30,2
242,128702,2024-08-20,BF1551,Ornaments,Male,34,San Francisco,No,15,0,15,1,15,4
243,151291,2024-02-13,BF1546,Clothing,Male,29,Glasgow,Yes,118,40,158,1,158,1
244,148784,2023-11-05,BF1554,Ornaments,Male,21,New Jersey,No,20,0,20,4,80,5
245,183686,2024-06-10,BF1553,Ornaments,Female,24,Cardiff,Yes,50,40,90,1,90,5
246,133696,2024-07-04,BF1548,Clothing,Male,28,Las Vegas,No,65,0,65,4,260,1
247,120627,2024-02-22,BF1551,Ornaments,Male,21,Austin,No,15,0,15,1,15,5
248,172867,2024-03-15,BF1548,Clothing,Female,25,Cardiff,Yes,65,40,105,2,210,5
249,155930,2024-01-04,BF1548,Clothing,Male,28,Detroit,No,65,0,65,1,65,5
250,172590,2024-10-29,BF1548,Clothing,Male,29,San Francisco,No,65,0,65,4,260,1
251,198462,2024-08-01,BF1550,Clothing,Male,26,Pittsburgh,No,97,0,97,2,194,3
252,175187,2023-12-21,BF1548,Clothing,Female,22,Austin,No,65,0,65,2,130,5
253,187024,2024-05-26,BF1546,Clothing,Female,27,Mumbai,Yes,118,70,188,1,188,5
254,143346,2024-09-26,BF1550,Clothing,Male,29,Cleveland,No,97,0,97,3,291,1
255,169574,2023-12-06,BF1554,Ornaments,Female,25,San Antonio,No,20,0,20,1,20,4
256,124594,2024-06-14,BF1549,Clothing,Male,27,Detroit,No,130,0,130,4,520,5
257,124346,2024-10-24,BF1548,Clothing,Male,21,New Delhi,Yes,65,70,135,1,135,5
258,136137,2024-03-26,BF1546,Clothing,Male,32,Glasgow,Yes,118,40,158,1,158,3
259,127778,2023-12-07,BF1548,Clothing,Male,19,Dublin,Yes,65,40,105,1,105,4
260,129800,2024-07-15,BF1549,Clothing,Male,18,Montreal,Yes,130,25,155,1,155,3
261,194324,2024-01-07,BF1548,Clothing,Male,19,Glasgow,Yes,65,40,105,3,315,3
262,162134,2023-12-09,BF1551,Ornaments,Female,28,Pittsburgh,No,15,0,15,2,30,3
263,176186,2024-09-16,BF1544,Other,Male,30,Sacramento,No,9,0,9,1,9,5
264,170835,2024-05-08,BF1544,Other,Female,22,New York,No,9,0,9,1,9,2
265,131976,2024-05-09,BF1548,Clothing,Male,30,Sacramento,No,65,0,65,3,195,4
266,183810,2024-10-11,BF1554,Ornaments,Female,30,Manchester,Yes,20,40,60,1,60,5
267,139408,2024-02-25,BF1545,Other,Female,18,Austin,No,10,0,10,1,10,5
268,165573,2024-07-08,BF1543,Clothing,Male,25,San Francisco,No,100,0,100,1,100,4
269,176660,2024-02-21,BF1552,Ornaments,Male,19,Pittsburgh,No,45,0,45,1,45,5
270,142333,2023-12-08,BF1543,Clothing,Male,25,Cleveland,No,100,0,100,1,100,1
271,145167,2023-11-07,BF1544,Other,Female,33,London,Yes,9,40,49,3,147,4
272,157577,2023-11-06,BF1548,Clothing,Male,22,Portland,No,65,0,65,1,65,1
273,135350,2024-01-15,BF1545,Other,Female,19,Liverpool,Yes,10,40,50,1,50,5
274,120568,2023-12-20,BF1548,Clothing,Male,33,Las Vegas,No,65,0,65,1,65,4
275,160095,2024-03-14,BF1551,Ornaments,Male,27,Sacramento,No,15,0,15,1,15,4
276,179056,2024-05-05,BF1549,Clothing,Male,21,New Delhi,Yes,130,70,200,1,200,5
277,165451,2024-04-08,BF1544,Other,Male,19,San Francisco,No,9,0,9,4,36,1
278,121799,2024-07-01,BF1548,Clothing,Male,24,San Antonio,No,65,0,65,2,130,3
279,123216,2024-05-26,BF1548,Clothing,Male,29,San Antonio,No,65,0,65,1,65,4
280,140248,2024-03-17,BF1554,Ornaments,Male,25,Austin,No,20,0,20,1,20,4
281,137696,2024-05-30,BF1549,Clothing,Male,35,Las Vegas,No,130,0,130,1,130,3
282,181638,2024-03-26,BF1545,Other,Male,21,Memphis,No,10,0,10,1,10,1
283,151980,2024-06-06,BF1550,Clothing,Male,23,Sacramento,No,97,0,97,2,194,5
284,148836,2024-05-20,BF1543,Clothing,Male,32,Toronto,Yes,100,25,125,1,125,5
285,174505,2024-05-04,BF1549,Clothing,Male,19,Liverpool,Yes,130,40,170,2,340,1
286,173095,2024-02-25,BF1551,Ornaments,Female,21,Paris,Yes,15,50,65,3,195,4
287,164321,2024-10-23,BF1550,Clothing,Female,29,San Antonio,No,97,0,97,1,97,2
288,126695,2024-09-25,BF1550,Clothing,Male,27,Sydney,Yes,97,100,197,1,197,5
289,134130,2024-03-25,BF1551,Ornaments,Male,31,Portland,No,15,0,15,5,75,4
290,139393,2024-03-20,BF1551,Ornaments,Female,29,New Delhi,Yes,15,70,85,1,85,1
291,195939,2024-09-21,BF1545,Other,Female,22,Austin,No,10,0,10,5,50,1
292,140569,2023-11-10,BF1551,Ornaments,Male,24,San Antonio,No,15,0,15,1,15,5
293,154216,2024-04-01,BF1543,Clothing,Male,30,New Delhi,Yes,100,70,170,3,510,3
294,121139,2024-07-28,BF1555,Other,Female,25,Toronto,Yes,23,25,48,1,48,5
